"","GS001c","GS002","GS003","GS004","GS005","GS006","GS007","GS008","GS009","GS011","GS013","GS014","GS015","GS016","GS017","GS018","GS019","GS021","GS022","GS023","GS026","GS027","GS028","GS029","GS030","GS031","GS034","GS035","GS036","GS048a","GS049","GS051","GS108a","GS110a","GS112a","GS113","GS114","GS117a","GS119","GS120","GS121","GS122a","GS123","GS148","GS149"
"DUF1083",2.97789656276289e-05,6.84200443361887e-06,0.000102802657448695,4.40761636107193e-05,4.37534638158854e-05,7.14209191872299e-05,3.30191015502468e-05,2.27474352266782e-05,6.5246164457618e-05,2.89263131099836e-05,4.42895014900254e-05,5.02229340238057e-05,2.76939267218699e-05,0.000110557676194023,5.40760537003674e-05,2.48620158122421e-05,3.69141850666301e-05,3.90472471690746e-05,5.22839366318688e-05,3.87050399491305e-05,2.04503159573815e-05,6.41224996232803e-05,2.97828458253757e-05,3.13933958759542e-05,4.32488539053715e-05,4.59688392561629e-05,1.06280655326521e-05,3.41930441578742e-05,1.86079400080014e-05,8.73320071806317e-05,2.58004592481746e-05,4.75907198096371e-05,1.79830240253201e-05,2.95633493303901e-05,2.80615108317432e-05,7.08938294010889e-05,2.5805985440263e-05,4.99194720096266e-05,1.24415248332836e-05,1.88185701650389e-05,3.36399050009083e-05,1.73929680230283e-05,3.61475397984413e-05,8.06438605828938e-06,5.92035640545561e-05
"Annexin",0,6.84200443361887e-06,0,0,1.45844879386285e-05,0,0,0,0,0,1.26541432828644e-05,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40044550681951e-06
"PMP22_Claudin",0,0,0,0,0,0,0,5.68685880666955e-06,0,0,0,0,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,1.80203557939048e-06,0,0,0,0,0,0,0,0,0,0,7.08938294010889e-06,0,0,0,0,0,0,0,0,0
"Pneumo_M2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPR_4",7.44474140690723e-05,0.000164208106406853,0.000295557640164998,0.000220380818053597,8.75069276317708e-05,0.0002380697306241,0.000280662363177098,0.000284342940333477,0.000223701135283262,0.000121490515061931,0.000170830934318669,0.000150668802071417,0.000160624774986845,0.000133832976445396,0.000108152107400735,0.000104420466411417,0.000142383285257002,9.48290288391811e-05,0.000127805178433457,9.39979541621741e-05,0.000122701895744289,0.000153893999095873,8.19028260197833e-05,9.94124202738551e-05,0.000102716028025257,0.000137906517768489,0.00022850340895202,0.000244236029699101,0.000120951610052009,0.00016496045800786,6.8801224661799e-05,5.94883997620464e-05,7.19320961012804e-05,9.85444977679671e-05,0.000177722901934373,0.000141787658802178,0.000126449328657289,0.000105093625283424,4.97660993331343e-05,9.40928508251943e-05,0.000168199525004541,0.000208715616276339,0.000180737698992207,0.000177416493282366,0.00015540935564321
"Di19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF849",0.000260565949241753,0.00042420427488437,0.000269856975802825,0.000176304654442877,0.000131260391447656,0.0002380697306241,0.000396229218602962,0.000420827551693547,0.000177096732099249,0.000104134727195941,0.000360643083561635,0.000306917930145479,0.000193857487053089,0.000267665952890792,0.000313071889844233,0.000348068221371389,0.000221485110399781,0.000290065264684554,0.000336940924960932,0.000193525199745653,0.000279487651417548,0.000288551248304761,0.000234539910874834,0.00028777279552958,0.000345990831242972,0.00038000907118428,0.000345412129811192,0.0004347401328644,0.000167471460072013,0.000213478239774877,0.000232204133233572,0.000309339678762641,0.000431592576607682,0.000236506794643121,0.000252553597485689,0.000290664700544465,0.000260640452946656,0.000283752788265246,0.000273713546332238,0.000395189973465816,0.000336399050009083,0.000347859360460566,0.000310868842266595,0.000193545265398945,0.000251615147231863
"Pap_E4",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LolB",0,5.4736035468951e-05,1.28503321810869e-05,2.93841090738129e-05,7.29224396931424e-05,2.380697306241e-05,8.25477538756171e-05,7.96160232933737e-05,7.45670450944205e-05,4.62821009759738e-05,3.1635358207161e-05,1.67409780079352e-05,0,2.32753002513732e-05,2.56149728054372e-05,4.97240316244841e-06,1.58203650285558e-05,2.23127126680426e-05,5.80932629242987e-06,1.10585828426087e-05,2.04503159573815e-05,9.61837494349205e-06,1.48914229126879e-05,5.23223264599237e-06,7.20814231756192e-06,1.07260624931047e-05,0,0,9.30397000400071e-06,9.70355635340352e-06,8.60015308272487e-06,5.94883997620464e-06,0,9.85444977679671e-06,0,7.08938294010889e-06,0,1.83913844245993e-05,0,0,6.72798100018166e-06,0,0,8.06438605828938e-06,2.22013365204585e-05
"FSH1",0.000320123880497011,0.000225786146309423,0.000321258304527172,0.000264456981664316,0.000306274246711198,0.000464235974716995,0.000181605058526358,0.000119424034940061,0.000335551702924892,0.000167772616037905,0.000164503862677237,0.000279016300132254,0.000293555623251821,0.000360767153896285,0.00030168745748626,0.000253592561284869,0.000290040025523522,0.000228705304847437,0.000255610356866914,0.00030411102817174,0.000395372775176043,0.000317406373135238,0.000331334159807305,0.000355791819927481,0.000297335870599429,0.000439768562217292,0.000345412129811192,0.000254005470887065,0.000362854830156028,0.00019407112706807,0.000301005357895371,0.000303390838786437,0.000161847216227881,0.000187234545759138,0.000318030456093089,0.000340290381125227,0.000319994219459261,0.000299516832057759,0.000311038120832089,0.000357552833135738,0.000296031164007993,0.000313073424414509,0.000238573762669713,0.000201609651457235,0.000251615147231863
"DUF2806",0,0,0,0,0,3.5710459593615e-05,0,0,0,1.15705252439935e-05,0,0,0,0,2.84610808949302e-06,0,0,0,0,5.52929142130436e-06,0,0,0,0,5.40610673817144e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSSP",0,0,0,0,0,0,1.65095507751234e-05,0,0,5.78526262199673e-06,0,0,5.53878534437398e-06,2.90941253142166e-05,5.69221617898605e-06,0,0,5.57817816701065e-06,0,0,0,0,0,5.23223264599237e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RE_Alw26IDE",0,0,0,0,0,0,0,5.68685880666955e-06,1.86417612736051e-05,0,6.3270716414322e-06,0,0,0,2.84610808949302e-06,0,0,0,1.16186525848597e-05,5.52929142130436e-06,0,6.41224996232803e-06,0,1.04644652919847e-05,0,6.12917856748839e-06,0,0,0,0,0,0,0,0,9.35383694391439e-06,0,2.5805985440263e-06,0,0,0,0,8.69648401151414e-06,7.22950795968826e-06,0,1.4800891013639e-05
"DUF669",7.44474140690723e-06,2.05260133008566e-05,2.57006643621738e-05,1.46920545369064e-05,2.91689758772569e-05,0,4.95286523253702e-05,2.84342940333477e-05,0,0,3.79624298485932e-05,0,1.1077570688748e-05,1.16376501256866e-05,0,4.97240316244841e-06,0,5.57817816701065e-06,0,0,0,3.20612498116402e-06,1.11685671845159e-05,0,7.20814231756192e-06,1.5322946418721e-06,0,0,9.30397000400071e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF432",0,0,0,0,0,0,0,0,9.32088063680257e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptidase_M42",0.000119115862510516,0.000129998084238759,0.00037265963325152,0.000337917254348848,0.000262520782895313,9.52278922496399e-05,0.000231133710851728,0.000227474352266782,0.000130492328915236,0.000133061040305925,0.000303699438788745,0.000189731084089933,0.00011077570688748,0.000128014151382553,0.000119536539758707,5.46964347869325e-05,0.000126562920228446,0.000111563563340213,0.000110377199556167,0.000105056537004783,8.18012638295262e-05,0.000169924624001693,0.000145191373398707,0.000156966979379771,0.000158579130986362,0.000159358642754698,0.000138164851924477,0.000175849941383353,0.000186079400080014,7.76284508272282e-05,5.16009184963492e-05,8.92325996430696e-05,0.000161847216227881,9.85444977679671e-05,0.000121599880270887,0.000106340744101633,6.70955621446838e-05,0.000147131075396794,6.22076241664178e-05,5.64557104951166e-05,0.000134559620003633,9.56613241266556e-05,0.000202426222871271,0.000233867195690392,7.40044550681951e-05
"DUF1943",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,5.53878534437398e-06,5.81882506284331e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85444977679671e-06,0,0,0,0,0,0,0,0,0,8.06438605828938e-06,0
"FFD_TFG",0,0,0,0,0,0,0,0,0,0,0,0,5.53878534437398e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curlin_rpt",1.48894828138145e-05,0.000109472070937902,6.42516609054344e-05,7.34602726845322e-05,0.000160429367324913,1.1903486531205e-05,6.60382031004936e-05,4.54948704533564e-05,2.79626419104077e-05,0,3.1635358207161e-05,1.11606520052901e-05,0,1.16376501256866e-05,1.13844323579721e-05,1.49172094873452e-05,5.27345500951859e-06,3.34690690020639e-05,5.80932629242987e-06,2.21171656852174e-05,0,2.24428748681481e-05,2.60599900972038e-05,2.61611632299619e-05,1.80203557939048e-06,1.37906517768489e-05,2.12561310653041e-05,1.95388823759281e-05,1.86079400080014e-05,3.88142254136141e-05,4.30007654136244e-05,5.94883997620464e-06,0,0,0,0,7.7417956320789e-06,2.10187250566849e-05,0,0,0,1.73929680230283e-05,7.22950795968826e-06,0,0
"RgpF",1.48894828138145e-05,2.05260133008566e-05,5.14013287243475e-05,0,0,1.1903486531205e-05,3.30191015502468e-05,1.70605764200086e-05,1.86417612736051e-05,3.47115757319804e-05,6.3270716414322e-06,5.58032600264507e-06,2.21551413774959e-05,5.81882506284331e-06,1.70766485369581e-05,4.97240316244841e-06,0,0,5.80932629242987e-06,5.52929142130436e-06,2.04503159573815e-05,9.61837494349205e-06,1.11685671845159e-05,1.56966979379771e-05,3.60407115878096e-06,1.5322946418721e-06,5.31403276632604e-05,0,0,9.70355635340352e-06,1.72003061654497e-05,0,0,0,0,1.41787658802178e-05,5.1611970880526e-06,5.25468126417122e-06,0,1.88185701650389e-05,0,8.69648401151414e-06,0,2.41931581748681e-05,7.40044550681951e-06
"UDPG_MGDP_dh_C",0.000632803019587115,0.000519992336955034,0.000501162955062388,0.000484837799717913,0.000466703614036111,0.000654691759216274,0.000379719667827838,0.000301403516753486,0.000801595734765021,0.000491747322869722,0.000525146946238872,0.000697540750330634,0.00065357667063613,0.000552788380970115,0.00058345215834607,0.0006265227984685,0.00063281460114223,0.000563395994868076,0.000685500502506724,0.00060822205634348,0.00053170821489192,0.000638018871251639,0.000565874070682139,0.000549384427829199,0.000648732808580573,0.000565416722850804,0.000680196194089733,0.000649667838999609,0.000623365990268047,0.000621027606617825,0.000507409031880767,0.000529446757882213,0.000503524672708963,0.000699665934152567,0.000551876379690949,0.000659312613430127,0.000632246643286444,0.000638443773596803,0.000771374539663581,0.000564557104951166,0.000491142613013261,0.000582664428771448,0.000621737684533191,0.000572571410138546,0.000614236977066019
"Ribosomal_S5",0.000416905518786805,0.000273680177344755,0.000257006643621738,0.000249764927127409,0.000291689758772569,0.00033329762287374,0.000379719667827838,0.000261595505106799,0.000456723151203326,0.000451250484515745,0.000297372367147313,0.000256694996121673,0.000343404691351187,0.000325854203519225,0.000361455727365614,0.000333151011884044,0.000321680755580634,0.000407207006191778,0.000389224861592801,0.000387050399491305,0.00035447214326128,0.000378322747777354,0.000424405553011604,0.000366256285219466,0.000347792866822363,0.000355492356914326,0.000409180523007105,0.000332161000390778,0.000269815130116021,0.000349328028722527,0.000378406735639894,0.000386674598453302,0.000179830240253201,0.000394177991071869,0.000318030456093089,0.000354469147005445,0.000389670380147972,0.000362573007227814,0.000360804220165223,0.000301097122640622,0.000356582993009628,0.000313073424414509,0.000318098350226284,0.000330639828389865,0.000407024502875073
"PhosphMutase",0,6.84200443361887e-06,1.28503321810869e-05,0,0,1.1903486531205e-05,3.30191015502468e-05,5.68685880666955e-06,3.72835225472103e-05,5.78526262199673e-06,1.89812149242966e-05,0,5.53878534437398e-06,5.81882506284331e-06,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,1.68552410605931e-05,0,0,0,0,0,0,0,0,0,1.41787658802178e-05,5.1611970880526e-06,0,0,0,0,0,2.16885238790648e-05,2.41931581748681e-05,0
"Citrate_ly_lig",5.21131898483506e-05,4.78940310353321e-05,0.000102802657448695,4.40761636107193e-05,0.000116675903509028,5.9517432656025e-05,8.25477538756171e-05,8.53028821000432e-05,0.000102529687004828,9.25642019519476e-05,3.1635358207161e-05,4.46426080211606e-05,2.21551413774959e-05,3.49129503770599e-05,3.98455132529023e-05,4.47516284620357e-05,3.16407300571115e-05,2.78908908350533e-05,2.32373051697195e-05,2.76464571065218e-05,1.36335439715877e-05,3.20612498116402e-05,2.97828458253757e-05,5.23223264599237e-06,4.5050889484762e-05,3.67750714049303e-05,5.31403276632604e-05,4.88472059398202e-05,2.79119100120021e-05,0,3.44006123308995e-05,2.97441998810232e-05,1.79830240253201e-05,4.92722488839836e-05,1.87076738878288e-05,7.79832123411978e-05,2.32253868962367e-05,3.41554282171129e-05,1.24415248332836e-05,1.88185701650389e-05,1.34559620003633e-05,6.0875388080599e-05,1.44590159193765e-05,2.41931581748681e-05,2.22013365204585e-05
"PalH",0,0,0,0,0,0,0,5.68685880666955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF2890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97240316244841e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIN_2",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CST-I",7.44474140690723e-06,0,0,2.93841090738129e-05,0,0,0,1.13737176133391e-05,0,0,6.3270716414322e-06,5.58032600264507e-06,5.53878534437398e-06,1.74564751885299e-05,8.53832426847907e-06,1.49172094873452e-05,5.27345500951859e-06,5.57817816701065e-06,0,0,0,0,1.11685671845159e-05,0,1.80203557939048e-06,3.06458928374419e-06,1.06280655326521e-05,4.88472059398202e-06,0,9.70355635340352e-06,0,5.94883997620464e-06,0,0,0,7.08938294010889e-06,7.7417956320789e-06,5.25468126417122e-06,1.24415248332836e-05,0,0,0,7.22950795968826e-06,0,0
"DUF1524",0,0,0,0,0,0,0,1.13737176133391e-05,2.79626419104077e-05,1.73557878659902e-05,1.89812149242966e-05,2.79016300132254e-05,1.66163560331219e-05,5.81882506284331e-06,1.13844323579721e-05,1.49172094873452e-05,1.05469100190372e-05,1.6734534501032e-05,5.80932629242987e-06,1.65878742639131e-05,6.81677198579385e-06,6.41224996232803e-06,0,1.04644652919847e-05,1.08122134763429e-05,6.12917856748839e-06,1.06280655326521e-05,1.46541617819461e-05,0,9.70355635340352e-06,8.60015308272487e-06,5.94883997620464e-06,0,9.85444977679671e-06,0,7.08938294010889e-06,1.29029927201315e-05,1.05093625283424e-05,2.48830496665671e-05,3.76371403300777e-05,6.72798100018166e-06,0,0,1.61287721165788e-05,7.40044550681951e-06
"Hyd_WA",0,0,0,0,0,0,0,0,0,0,1.26541432828644e-05,5.58032600264507e-06,0,0,2.84610808949302e-06,0,1.05469100190372e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pox_A31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,0,0
"FF",0,0,0,2.93841090738129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30397000400071e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ig",0,0,0,0,0,0,0,0,0,0,0,0,1.1077570688748e-05,1.16376501256866e-05,0,0,0,0,0,0,0,0,0,0,3.60407115878096e-06,0,0,0,0,0,0,0,1.79830240253201e-05,0,0,0,0,2.62734063208561e-06,0,0,0,0,7.22950795968826e-06,0,7.40044550681951e-06
"HEPN",0,1.36840088672377e-05,0,0,0,1.1903486531205e-05,0,1.13737176133391e-05,0,5.78526262199673e-06,1.26541432828644e-05,0,1.66163560331219e-05,5.81882506284331e-06,5.69221617898605e-06,0,0,5.57817816701065e-06,0,0,6.81677198579385e-06,0,0,0,3.60407115878096e-06,0,5.31403276632604e-06,0,0,1.9407112706807e-05,0,5.94883997620464e-06,0,0,0,0,2.5805985440263e-06,2.62734063208561e-06,0,0,6.72798100018166e-06,0,0,0,7.40044550681951e-06
"PyrI",0,0,0,1.46920545369064e-05,0,1.1903486531205e-05,0,1.70605764200086e-05,0.000102529687004828,0,6.3270716414322e-06,2.79016300132254e-05,6.09266387881138e-05,2.32753002513732e-05,1.70766485369581e-05,1.49172094873452e-05,0,5.57817816701065e-06,1.16186525848597e-05,1.65878742639131e-05,6.81677198579385e-06,2.56489998493121e-05,1.11685671845159e-05,0,0,1.83875357024652e-05,0,4.88472059398202e-06,4.65198500200035e-05,0,0,4.16418798334325e-05,0,1.97088995535934e-05,9.35383694391439e-06,2.12681488203267e-05,2.06447883522104e-05,3.41554282171129e-05,0,0,2.0183943000545e-05,0,0,0,0
"DUF1350",7.44474140690723e-06,1.36840088672377e-05,0,1.46920545369064e-05,4.37534638158854e-05,0,0,0,0,0,1.26541432828644e-05,1.11606520052901e-05,8.86205655099837e-05,2.90941253142166e-05,6.83065941478325e-05,9.44756600865198e-05,6.3281460114223e-05,2.23127126680426e-05,1.74279788772896e-05,6.63514970556523e-05,9.54348078011139e-05,4.16796247551322e-05,7.44571145634393e-06,0,1.62183202145143e-05,0,5.31403276632604e-05,0,1.86079400080014e-05,2.91106690602106e-05,0.000146202602406323,0,3.59660480506402e-05,5.91266986607803e-05,3.74153477756576e-05,5.67150635208711e-05,6.96761606887101e-05,1.3136703160428e-05,0.000136856773166119,0.00016936713148535,9.41917340025432e-05,9.56613241266556e-05,5.06065557178178e-05,3.22575442331575e-05,1.4800891013639e-05
"Phage_30_3",0,0,0,0,0,0,0,5.68685880666955e-06,0,1.15705252439935e-05,0,0,0,0,2.84610808949302e-06,4.97240316244841e-06,0,5.57817816701065e-06,5.80932629242987e-06,0,0,0,0,0,0,0,0,0,9.30397000400071e-06,0,0,0,0,0,0,0,0,0,1.24415248332836e-05,0,6.72798100018166e-06,0,7.22950795968826e-06,0,0
"NLBH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFA",0.000297789656276289,0.000478940310353321,0.000462611958519128,0.000484837799717913,0.000437534638158854,0.00045233248818579,0.000462267421703455,0.00038101954004686,0.000382156106108905,0.000121490515061931,0.000436567943258822,0.000412944124195736,0.000443102827549918,0.000465506005027465,0.000387070700171051,0.000353040624533837,0.000469337495847154,0.000362581580855693,0.0004473181245171,0.000359403942384783,0.000449906951062394,0.00043923912241947,0.000450465543108808,0.000439507542263359,0.000551422887293487,0.000534770830013362,0.000356040195343844,0.00048358733880422,0.00039076674016803,0.00049488137402358,0.000481608572632593,0.000404521118381916,0.000467558624658323,0.000147816746651951,0.00038350731470049,0.000411184210526316,0.000353542000531603,0.000401983116709098,0.000485219468498059,0.000526919964621088,0.000423862803011444,0.000304376940402995,0.000592819652694438,0.000427412461089337,0.000399624057368254
"DUF1636",2.97789656276289e-05,6.84200443361887e-06,1.28503321810869e-05,0,0,0,3.30191015502468e-05,4.54948704533564e-05,3.72835225472103e-05,1.73557878659902e-05,3.1635358207161e-05,2.23213040105803e-05,4.43102827549918e-05,4.65506005027465e-05,5.12299456108744e-05,1.49172094873452e-05,2.63672750475929e-05,1.6734534501032e-05,1.16186525848597e-05,2.21171656852174e-05,1.36335439715877e-05,1.92367498869841e-05,1.48914229126879e-05,2.09289305839695e-05,3.06346048496382e-05,6.12917856748839e-06,5.84543604295864e-05,4.88472059398202e-05,9.30397000400071e-06,4.85177817670176e-05,6.02010715790741e-05,5.35395597858418e-05,0,0,1.87076738878288e-05,2.83575317604356e-05,1.29029927201315e-05,1.57640437925137e-05,3.73245744998507e-05,3.76371403300777e-05,2.69119240007266e-05,1.73929680230283e-05,1.44590159193765e-05,8.06438605828938e-06,1.4800891013639e-05
"Sld5",0,0,0,1.46920545369064e-05,0,2.380697306241e-05,0,1.13737176133391e-05,3.72835225472103e-05,0,0,0,5.53878534437398e-06,0,0,0,0,5.57817816701065e-06,0,0,0,0,0,0,0,3.06458928374419e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40044550681951e-06
"DUF2276",0,0,0,0,0,0,0,0,0,5.78526262199673e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF2274",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,1.36335439715877e-05,0,0,0,0,0,0,9.76944118796405e-06,0,1.9407112706807e-05,0,0,1.79830240253201e-05,0,0,7.08938294010889e-06,0,0,0,0,0,0,0,0,0
"DUF812",7.44474140690723e-06,0,0,0,2.91689758772569e-05,0,0,1.70605764200086e-05,0,1.15705252439935e-05,6.3270716414322e-06,0,5.53878534437398e-06,2.32753002513732e-05,5.69221617898605e-06,9.94480632489682e-06,5.27345500951859e-06,1.6734534501032e-05,0,1.10585828426087e-05,6.81677198579385e-06,3.20612498116402e-06,3.72285572817197e-06,0,0,3.06458928374419e-06,5.31403276632604e-06,0,0,0,0,0,0,0,0,0,7.7417956320789e-06,2.62734063208561e-06,0,0,0,8.69648401151414e-06,0,0,0
"DnaA_N",0,0,0,2.93841090738129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60407115878096e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clc-like",0,0,0,0,1.45844879386285e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMC_oxred_C",0.000789142589132167,0.000923670598538548,0.000860972256132821,0.000470145745181006,0.000656301957238281,0.000773726624528324,0.000759439335655677,0.000983826573553832,0.00068974516712339,0.000613237837931653,0.00083517345666905,0.000563612926267153,0.000609266387881138,0.000680802532352667,0.000549298861272153,0.000740888071204813,0.000791018251427788,0.000708428627210353,0.000691309828799154,0.000702220010505654,0.000654410110636209,0.000785500620385184,0.000748294001362565,0.000790067129544848,0.000731626445232535,0.000756953553084816,0.000743964587285645,0.000932981633450567,0.000669885840288051,0.00068895250109165,0.000662211787369815,0.000553242117787032,0.000755287009063444,0.000758792632813347,0.000748306955513151,0.000808189655172414,0.000575473475317865,0.00064632579549306,0.000858465213496566,0.000771561376766593,0.000679526081018347,0.000704415204932646,0.000853081939243215,0.000564507024080257,0.000643838759093297
"H_PPase",0.00114649017666371,0.00103314266947645,0.00100232591012478,0.00086683121767748,0.000612548493422396,0.000952278922496399,0.000957553944957158,0.000909897409067128,0.00111850567641631,0.000856218868055515,0.00083517345666905,0.00119977009056869,0.000963748649921072,0.00108230146168886,0.000990445615143572,0.000934811794540301,0.00105996445691324,0.000925977575723769,0.00108634401668439,0.000807276547510437,0.000770295234394705,0.000913745619631744,0.00112057957417976,0.00121911020651622,0.00100193178214111,0.00110018755286417,0.000951211865172361,0.000840171942164908,0.0013025558005601,0.000873320071806317,0.00070521255278344,0.000999405116002379,0.000899151201266005,0.00107413502567084,0.00115052194410147,0.000964156079854809,0.00113546335937157,0.00115602987811767,0.000858465213496566,0.000959747078416982,0.000941917340025432,0.00096530972527807,0.00103381963823542,0.000967726326994726,0.00102126147994109
